text,origins
Dossier 8 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Op basis van het met de opdrachtgever overeengekomen toetsingsen wegingskader is het accountantsdossier op de onderzochte punten toereikend 8 van 21 Reviews accountantswerkzaamheden SiSa 2022 Dossier 9 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Dossier 10 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Dossier 11 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Dossier 12 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Dossier 13 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Dossier 14 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Dossier 15 Onze review van de vastleggingen in het controledossier met betrekking tot de toetspunten 1 tm 8 en de kernpunten per specifieke uitkering zoals uitgewerkt in bijlage 1 heeft niet geleid tot constateringen,4
Op basis van het met de opdrachtgever overeengekomen toetsingsen wegingskader is het accountantsdossier op de onderzochte punten toereikend 9 van 21 Reviews accountantswerkzaamheden SiSa 2022 23 Mogelijke verbeterpunten voor wet en regelgeving 231 Nota Verwachtingen Accountantscontrole SiSa De Nota Verwachtingen Accountantscontrole SiSa de Nota bevat aanwijzingen voor de controle van de SiSa bijlage door de accountant van de medeoverheid,4
In paragraaf 52 van de Nota is aangegeven dat accountants bij de controle van een specifieke uitkering een deelwaarneming moeten uitvoeren voor die specifieke uitkering als deze een omvang heeft van tenminste 125000,4
Dit dient ook te geschieden als dit voor het oordeel over de gehele jaarrekening niet nodig zou zijn,4
Omtrent het uitvoeren van de verplichte deelwaarneming hebben wij twee casussen aangetroffen die wij graag onder de aandacht brengen,4
De eerste casus betreft de controle van een specifieke uitkering waarvan de totale omvang een fractie van de uitvoeringsmaterialiteit voor de controle van de jaarrekening bedraagt,4
De bestedingen op deze specifieke uitkering zijn wel meer dan 125000 en de accountant heeft conform de Nota een deelwaarneming uitgevoerd op 1 post,4
De accountant constateerde voor deze post onvoldoende onderbouwing van de rechtmatigheid en heeft deze post daarom niet goedgekeurd,4
De accountant heeft voor het bedrag van deze post een onzekerheid opgenomen in de tabel met fouten en onzekerheden,4
De accountant heeft voor de andere posten van deze specifieke uitkering geen aanvullende werkzaamheden verricht op basis van zijn constatering,4
De accountant motiveert dit met de geringe omvang van de specifieke uitkering ten opzichte van de uitvoeringsmaterialiteit voor de jaarrekening,4
De Nota geeft geen expliciete aanwijzing over hoe de accountant in een dergelijke situatie zou moeten handelen,4
De tweede casus betreft een situatie waarbij een medeoverheid subsidies verstrekt met behulp van een geautomatiseerd systeem dat aanvragen onder meerdere regelingen op uniforme wijze verwerkt,4
Dit systeem vormt daarmee de basis voor de verantwoording van meerdere specifieke uitkeringen,4
De accountant heeft vastgesteld dat de automatiseringsomgeving rond dit systeem voldoet aan de te stellen eisen en de juiste controles bevat om aanvragen voor subsidies op rechtmatigheid te toetsen,4
De accountant heeft de correcte werking van deze controles vastgesteld door het uitvoeren van 25 deelwaarnemingen verspreid over meerdere maar niet alle regelingen,4
Op deze wijze heeft de accountant niet voor iedere specifieke uitkering de deelwaarneming uitgevoerd zoals aangegeven in de Nota,4
De accountant heeft wel door middel van dataanalyse vastgesteld dat de uitkomsten van zijn deelwaarnemingen geldig zijn voor de verwerking van subsidieaanvragen onder alle regelingen met het betreffende systeem,4
Met andere woorden heeft de accountant hiermee vastgesteld dat het systeem voor iedere subsidieaanvraag de juiste controles uitvoert om de rechtmatigheid te toetsen,4
In de optiek van de accountant zou het daarom geen toegevoegde waarde hebben een aanvullende deelwaarneming uit te voeren voor niet in de selectie betrokken specifieke uitkeringen,4
Wij achten dit valide,4
In de Nota is nog niet geanticipeerd op de wijze waarop met een systeemgerichte aanpak en technieken als dataanalyse zekerheid kan worden verkregen over de rechtmatigheid van bestedingen op specifieke uitkeringen 10 van 21 Reviews accountantswerkzaamheden SiSa 2022 3 31 32 33 Verantwoording Onderzoek Werkzaamheden en afbakening Object van onderzoek zijn de vastleggingen in het dossier ter onderbouwing van de door de accountants afgegeven controleverklaringen bij de jaarverantwoordingen van de medeoverheden waaruit dient te blijken dat de voorschriften uit de Nota Verwachtingen Accountantscontrole SiSa 2022 en de wet en regelgeving per specifieke uitkering zijn toegepast,4
De review omvat niet een review van alle door de accountant uitgevoerde werkzaamheden geen integraal onderzoek van het accountantsdossier,4
Evenmin verrichten wij een zelfstandige accountantscontrole of andersoortige opdracht bij de medeoverheid of verstrekken wij zekerheid over juistheid en volledigheid van de betreffende jaarverantwoordingen,4
Het definitieve besprekingsverslag reviewuitkomsten is na hoor en wederhoor verstrekt aan de betrokken accountant,4
Dit besprekingsverslag is een dossierstuk van de Auditdienst Rijk en kan door ons desgevraagd aan onze opdrachtgever worden verstrekt onder de restrictie dat verdere verspreiding niet is toegestaan,4
De besprekingsverslagen zijn bouwstenen voor dit rapport,4
Grondslagen en beperkingen van onze werkzaamheden Wij voeren deze opdracht uit op grond van de wettelijke bepalingen inzake reviews overeenkomstig de Comptabiliteitswet 2016 het Besluit Auditdienst Rijk en met inachtneming van het audit charter van de Auditdienst Rijk,4
Op de totstandkoming van de besprekingsverslagen van de individuele reviews en deze samenvattende rapportage over de uitkomsten van alle uitgevoerde reviews is de Verordening gedrags en beroepsregels accountants VGBA van de Nederlandse Beroepsorganisatie van Accountants NBA van toepassing,4
De Nadere voorschriften controle en overige standaarden NVCOS van de NBA zijn niet van toepassing op deze reviews besprekingsverslagen en samenvattende rapportage omdat er geen controle beoordelings of andere assuranceopdracht dan wel een aan assurance verwante opdracht in de zin van deze Standaarden is uitgevoerd,4
De reviewwerkzaamheden hebben het karakter van collegiaal overleg tussen de contactpersoon van de Auditdienst Rijk en de betrokken accountant,4
Wij hebben geen representatieve steekproef uitgevoerd en wij doen geen uitspraak over wat de uitkomsten van onze reviews betekenen voor de werking van de inzet van het instrument accountantscontrole als onderdeel van het MampObeleid,4
De betrokken ministeries zullen hierover een eigen afweging moeten maken en daarbij mede gebruik kunnen maken van deze rapportage,4
Wij doen geen uitspraak over de kwaliteit en juistheid van de door de betrokken accountants afgegeven controleverklaringen en de getrouwheid van de jaarverantwoordingen van de medeoverheden Wij hebben geen betrokkenheid bij het bepalen van de mogelijke gevolgen van de uitkomsten van de review voor de medeoverheid of de betrokken accountant,4
Gebruik en verspreiding rapport Dit rapport wordt uitgebracht aan de opdrachtgever voor dit onderzoek Directeur generaal DGOBDR van het ministerie van BZK,4
Het is de verantwoordelijkheid van de opdrachtgever en de betrokken ministeries om te bepalen of deze overeengekomen reviewwerkzaamheden toereikend en geschikt zijn voor het doel van de opdracht 11 van 21 Reviews accountantswerkzaamheden SiSa 2022 De Auditdienst Rijk is de interne auditdienst van het Rijk,4
Dit rapport is primair bestemd voor de opdrachtgever met wie wij deze opdracht zijn overeengekomen,31
Voor openbaarmaking door het opdracht gevende ministerie van door de Auditdienst Rijk aan dit ministerie uitgebrachte rapporten gelden de voorschriften uit de Wet open overheid,4
De minister van Financiën stuurt elk halfjaar een overzicht van door de Auditdienst Rijk uitgebrachte rapporten naar de Tweede Kamer 12 van 21 Reviews accountantswerkzaamheden SiSa 2022 4 Ondertekening Den Haag 4 maart 2024 Projectleider Auditdienst Rijk 1 Indic ator A12 01 Specifieke uitkering Incidentele bijdrage ondersteuning naleving controle op coronatoegangs bewijzen Ontvanger Veiligheidsregio s Artikel 83 van het Besluit veiligheidsr egios Zie toekenningsbeschikking,4
Betreft een incidentele bijdrage,4
Geen regeling aangetroffen 2 Indic ator A16 09 Specifieke uitkering Bekostigingsreg eling opvang ontheemden Oekraïne httpswet tenoverhei dnlBWBR 00467322 0230225 Artikel 2 Subsidiabele kosten incl verwijzingen naar overige wet en regelgeving 13 van 21 Reviews accountantswerkzaamheden SiSa 2022 Bijlage 1 Geselecteerde specifieke regelingen met specifieke toetspunten Nr,4
Indic ator Naam regeling Link naar regeling Kernpunten Artikel 3 Normbedragen per kostensoort of werkelijke kosten met verwijzing naar overige wet en regelgeving,4
Artikel 4 De gemeenten besteden de specifieke uitkering gedurende de periode van 1 maart 2022 tot en met 31 december 2023 3 Indic ator A18 04 Bekostiging eerste opvang ontheemden Oekraïne door Veiligheidsregio s httpswet tenoverhei dnlBWBR 00468922 0221222 Artikel 2 lid 1 De staatssecretaris verstrekt aan een veiligheidsregio een incidentele bijdrage ter bekostiging van de werkelijk gemaakte kosten bedoeld in artikel 5,4
Lid 2 periode afgrenzingen 4 Indic ator B21 0 Regeling specifieke uitkering gemeentelijke hulp gedupeerden toeslagenproble matiek httpswet tenoverhei dnlBWBR 00458642 0230715 Artikel 3 lid 1 doelgroepcriterium en specifieke activiteiten De Minister verstrekt de specifieke uitkering aan het college uitsluitend ter bekostiging van de uitvoering van één of meer van de volgende activiteiten gericht op ondersteuning van potentieel Artikel 5 Voor vergoeding in aanmerking komende kosten 14 van 21 Reviews accountantswerkzaamheden SiSa 2022 gedupeerden en personen genoemd in artikel 221 Wh Artikel 6 lid 2 Bij de verantwoording van de activiteiten genoemd in artikel 3 eerste lid aanhef en onder a b d en f kan het college de daadwerkelijke kosten of de daarvoor gestelde normbedragen verantwoorden,4
De normbedragen met uitzondering van het normbedrag genoemd in het vierde lid onder d van dit artikel worden eenmalig opgegeven voor de looptijd van deze regeling,4
Artikel 6 lid 3 De wijze van verantwoorden van het college als bedoeld in het tweede lid is onherroepelijk en geldt voor de gehele looptijd van deze regeling 5 Indic ator C55 div Aanpak energiearmoed e Het betreft een specifieke uitkering op basis van artikel 4 van begroting van het Gemeenten bepalen grotendeels zelf hoe ze de middelen besteden daardoor is het mogelijk voor een gemeente om aan te sluiten bij een al bestaande aanpak zoals voortgekomen uit de RRE en RREW Ministerie van Binnenland se Zaken en Koninkrijksr elaties VII voor het jaar 2022 kamerstuk ken 20212022 35 925 VII nr 3 en de Financiële Geen regeling aangetroffen verhouding swet artikel 17 lid 1 6 Indic ator C75 02 httpswet tenoverhei dnlBWBR 00432722 0200317 Artikel 5 Een specifieke uitkering wordt uitsluitend verstrekt indien een Regio Deal is gesloten in de periode van 1 mei 2020 tot en met 15 september 2020,4
Er Regiodeals 3e tranche 15 van 21 Reviews accountantswerkzaamheden SiSa 2022 wordt per gesloten Regio Deal één specifieke uitkering verstrekt,4
Artikel 6 De regiokassier draagt er zorg voor dat de specifieke uitkering uitsluitend aan uitvoeringsactiviteiten wordt besteed 7 Indic ator C75B 04 Regiodeals 3e tranche Ontvanger SiSa tussen medeoverhede n httpswet tenoverhei dnlBWBR 00432722 0200317 Artikel 5 Een specifieke uitkering wordt uitsluitend verstrekt indien een Regio Deal is gesloten in de periode van 1 mei 2020 tot en met 15 september 2020,4
Er wordt per gesloten Regio Deal één specifieke uitkering verstrekt,4
Artikel 6 De regiokassier draagt er zorg voor dat de specifieke uitkering uitsluitend aan uitvoeringsactiviteiten wordt besteed 8 Indic ator D19 01 Tijdelijke onderwijshuisve sting ontheemden httpswet tenoverhei dnlBWBR 00471712 0220922 Artikel 4 lid 1 vergoeding van de kosten bedoeld in artikel 2 die zijn of worden gemaakt in de periode van 1 maart 2022 tot en met 31 juli 2023,4
Artikel 4 lid 2 en 3 Opsomming kosten die wel en niet voor vergoeding in aanmerking komen,4
Artikel 5De hoogte van de specifieke uitkering is gelijk aan de door een gemeente daadwerkelijk gemaakte kosten en bedraagt ten hoogste 90000 voor kosten die zijn gemaakt voor de onderwijshuisvesting van een groep van vijf tot en met vijftien leerplichtige ontheemde jongeren in de gemeente of voor zover een gemeente kosten heeft gemaakt voor de onderwijshuisvesting van een groep van meer dan vijftien leerplichtige ontheemde jongeren ten hoogste 90000 per groep van vijftien leerplichtige ontheemde jongeren in een gemeente,4
Artikel 6 1,4
De minister stelt het aantal leerplichtige ontheemde jongeren in een gemeente vast op basis van de registratie in het register onderwijsdeelnemers gemeten over vier peildata binnen de in artikel 4 eerste lid genoemde periode 2,4
De peildatum waarop het hoogste aantal leerlingen geregistreerd staat in de gemeente is bepalend voor het vaststellen van de grootte van de groep bedoeld in het eerste lid,4
De bedoelde peildata zijn 1 april 2022 1 juni 2022 1 augustus 2022 en 15 september 2022 9 Indic ator E20 01 Regeling stimulering verkeersveilighe idsmaatregelen 20202021 httpswet tenoverhei dnlBWBR 00437202 0211015 Artikel 4 inclusief bijlage Opsomming van kosten die wel en niet in aanmerking komen voor de bijdrage,4
Regeling vervallen per 112022 Artikel 8 lid 2 Een besluit tot verlening vermeldt in elk geval ade maatregelen waarvoor de rijksbijdrage wordt verleend Artikel 10 lid 2 De ontvanger besteedt de rijksbijdrage uitsluitend aan de maatregelen waarvoor de rijksbijdrage wordt verleend 10 Indic ator E52 04 Regeling specifieke uitkering beschikbaarheid svergoeding regionale OV concessies 2021 httpswet tenoverhei dnlBWBR 00451642 0210527 Regeling vervallen per 112022 16 van 21 Reviews accountantswerkzaamheden SiSa 2022 Artikel 6 voorwaarden aan de besteding 11 Indic ator E84 01 Regeling stimulering verkeersveilighe idsmaatregelen 20222023 wettennl Regeling Regeling stimulering verkeersvei ligheidsma atregelen 20222023 BWBR0046 758 overheidn l Artikel 4 inclusief bijlage Opsomming van kosten die wel en niet in aanmerking komen voor de bijdrage,4
Artikel 8 Een besluit tot verlening vermeldt in elk geval ade maatregelen waarvoor de rijksbijdrage wordt verleend Artikel 11 lid 1 De ontvanger besteedt de rijksbijdrage uitsluitend aan de maatregelen waarvoor de rijksbijdrage wordt verleend 12 Indic ator F24 01 Subsidiergeling verduurzaming onderhoud en verbetering gebouwen aardbevingsgebi ed Groningen Woningverbete ringssubsidie derde ronde httpswet tenoverhei dnlBWBR 00451872 0220701 13 Indic ator F206 B04 Meerjarige regeling verstrekking specifieke uitkeringen aardbevingsgebi ed Groningen Onderdeel F Batch 1588 httpswet tenoverhei dnlBWBR 00459082 0230715 Nader te bepalen aan de hand van toekenningsbeschikking,4
Sisa tussen medeoverheden van SNN aan gemeente MiddenGroningen,4
Regeling biedt hier geen duidelijkheid over 14 Indic ator G10 01 Wet inburgering 2021 gemeentedeel 2022 wettennl Regeling Wet inburgering 2021 BWBR0044 770 overheidn l Artikel 40 lid 1 Onze Minister verstrekt jaarlijks ten laste van s Rijks kas aan het college een uitkering voor de kosten van voorzieningen niet zijnde uitvoeringskosten die bijdragen aan het voldoen aan de inburgeringsplicht 15 Indic ator H40 2 Regeling specifieke uitkering stimulering sport wettennl Regeling Regeling specifieke uitkering stimulering sport BWBR0041 177 overheidn l Artikel 4 De specifieke uitkering bedraagt ten hoogste 175 van het begrote bedrag voor de activiteiten 17 van 21 Reviews accountantswerkzaamheden SiSa 2022 Artikel 2 Subsidiabiliteitsvoorwaarden,4
Artikel 2a Aanvullende voorwaarden per regio,4
Artikel 4 Subsidiabele kosten verduurzaming Artikel 5 Subsidiabele kosten onderhoud Artikel 6 Subsidiabele kosten verbetering Artikel 7,4
Subsidiabele kosten vóór indiening van de aanvraag Artikel 8 Normering subsidiebedragen Artikel 2,4
Activiteiten die in aanmerking komen voor specifieke uitkering 16 Indic ator H10 div Regeling specifieke uitkering vastgoedtransiti e gesloten jeugdhulp 2020 httpswet tenoverhei dnlBWBR 00441132 0200926 Artikel 2,4
Activiteiten waarvoor een specifieke uitkering kan worden verstrekt Regeling vervallen per 09102021 Artikel 3 lid 2 De specifieke uitkering bestaat uit de werkelijke kosten van de activiteiten bedoeld in artikel 2 eerste lid en bedraagt per coördinerende gemeente maximaal 17 Indic ator H14 01 SPUK expertisecentra jeugdhulp httpswet tenoverhei dnlBWBR 00449902 0221126 Artikel 3,4
Activiteiten waarvoor een specifieke uitkering kan worden verstrekt 18 Indic ator H14 B02 SPUK expertisecentra jeugdhulp httpswet tenoverhei dnlBWBR 00449902 0221126 19 Indic ator H16 06 Regeling Specifieke uitkering ijsbanen en zwembaden httpswet tenoverhei dnlBWBR 00449602 0220610 Artikel 212 Een specifieke uitkering wordt uitsluitend verstrekt indien de gemeente het daadwerkelijke exploitatietekort over 2020 van een zwembad of ijsbaan compenseert,4
Een gemeente komt slechts eenmaal in aanmerking voor een specifieke uitkering op grond van hoofdstuk 2 Artikel 235 Een aanvraag tot verlening van een specifieke uitkering bevat in ieder geval een overzicht van de uitgaven of gederfde inkomsten per zwembad of ijsbaan die zijn gerealiseerd of nog gerealiseerd gaan worden in verband met activiteiten als bedoeld in artikel 31 eerste en tweede lid die het gevolg zijn van de maatregelen ter bestrijding van COVID19,4
Artikel 236 In aanvulling op het vijfde lid gaat een aanvraag tot verlening van een specifieke uitkering van een gemeente voor een niet in eigen beheer zijnde zwembad of ijsbaan vergezeld van een onderbouwing van de aangevraagde bedragen bedoeld in het vijfde lid per exploitant 18 van 21 Reviews accountantswerkzaamheden SiSa 2022 bedoeld in artikel 2 eerste lid in enig jaar,4
Sisa tussen medeoverheden idem als H14 20 Indic ator H25 04 Regeling Specifieke uitkering ijsbanen en zwembaden ronde 3 httpswet tenoverhei dnlBWBR 00449602 0220610 Veel gemeenten hebben de definitieve eindverantwoording voor SPUKIJZ ronde 1 2020 en ronde 2 Q1ampQ2 2021 al ingediend en hebben een vaststellingsbeschikking ontvangen,4
Deze gemeenten hoeven over 2022 alleen ronde 3 novdec 2021 en jan 2022 van SPUKIJZ te verantwoorden in H25 als ze voor die periode een aanvraag hebben ingediend 21 Indic ator L60 2 Regeling specifieke uitkering uitvoering Subsidieregeling sanering varkenshouderij en regeling vervallen per 172022 httpswet tenoverhei dnlBWBR 00443402 0201117 artikel 5 lid 1 Een aanvraag voor een specifieke uitkering kan door een gemeente worden ingediend nadat de uitvoeringsactiviteiten zijn verricht betreffende artikel 5 onderdelen d en f van de subsidieregeling wettennl Regeling Subsidiereg eling sanering varkenshou derijen BWBR0042 634 overheidn l 19 van 21 Reviews accountantswerkzaamheden SiSa 2022 Zie H16 22 Indic ator L80 8 Regeling provinciale aankoop veehouderijen nabij natuurgebieden httpswet tenoverhei dnlBWBR 00460772 0220909 Artikel 2 De minister kan een provincie op aanvraag een eenmalige specifieke uitkering verstrekken die onder de voorwaarden vermeld in de artikelen 3 tot en met 7 wordt aangewend voor het aankopen van veehouderijen met het oog op een blijvende vermindering van de stikstofdepositie op stikstofgevoelige Natura 2000gebieden 23 Indic ator L16 02 Eenmalige specifieke uitkering Provinciaal Uitvoeringsprog ramma Natuur httpswet tenoverhei dnlBWBR 00450662 0210423 Artikel 6 De provincie draagt er zorg voor dat de specifieke uitkering uitsluitend ten behoeve van uitvoeringsactiviteiten wordt besteed,4
De provincie besteedt de specifieke Artikel 2 Aard en periode van te vergoeden kosten aan de provinciee 24 Indic ator L25 02 Regeling specifieke uitkering provinciale versnellingsvoor stellen transitie landelijk gebied httpswet tenoverhei dnlBWBR 00475032 0221124 Artikel 7 1,4
De provincie spant zich ervoor in de specifieke uitkering zodanig aan te wenden dat de meest doelmatige en doeltreffende bijdrage wordt geleverd aan de doelen in de gebiedsgerichte aanpak voor natuur inclusief stikstof water en klimaat 2,4
De provincie waarborgt dat een reductie van stikstofemissie uitsluitend ten goede komt aan de in het eerste lid genoemde doelen 3,4
De provincie wendt de specifieke uitkering zodanig aan dat geen sprake is van ongeoorloofde verlening van staatssteun 4,4
De minister kan in de beschikking tot verlening aanvullende verplichtingen opleggen die bijdragen aan de doelen van de gebiedsgerichte aanpak voor natuur inclusief stikstof en water en klimaat 20 van 21 Reviews accountantswerkzaamheden SiSa 2022 uitkering in de in de beschikking tot verlening opgenomen periode,4
Artikel 2 Aard en periode van te vergoeden kosten aan de provinciee nog toe te voegen zie opdrachtbevestiging,4
Interimauditrapport 2024 Shared Service Centrum ICT SSCICT Interimauditrapport 2024 Verbetering nog noodzakelijk op het vlak van omzetproces DFA en assets buiten reguliere proces Agentschap SSCICT 2 Terwijl SSCICT de individuele bevindingen uit 2023 aanpakt werkt zij ook aan het versterken en borgen van de interne beheersing voor het financieel inkoopbeheer externe inhuur en materieelbeheer,5
Opvolging bevindingen 2023 Bij de volgende bevindingen zien wij verbeteringen Het inkoopbeheer Het terugnemen van oude devices Het tijdig formaliseren van DFAs door klanten De eerste verbetering heeft betrekking op het aspect externe inhuur van het inkoopbeheer,5
Ten aanzien van externe inhuur heeft SSCICT in 2023 aanvullende beheersingsmaatregelen getroffen ter beheersing van het inkoopproces,5
Zij heeft die maatregelen in 2024 gecontinueerd en de werking daarvan vastgesteld met interne controles,5
Uit de geselecteerde posten in de controles over het eerste halfjaar blijken geen rechtmatigheidsbevindingen,5
De tweede vooruitgang heeft betrekking op het materieelbeheer van devices,5
Voor het niet tijdig inleveren van verouderde devices laptops tablets smartphones van rijksambtenaren heeft SSCICT in 2024 aanvullende maatregelen ingezet,5
Het aantal nog te retourneren devices is hierdoor substantieel afgenomen,5
De derde verbetering betreft het omzetproces en heeft te maken met de tijdigheid van ondertekening DFAs,5
SSC ICT heeft de DFAwerkwijze in 2024 aangepast door het afsluiten van de DFAs de facturatie en het afwikkelen van disputen als aparte processen in te richten,5
Dat heeft erin geresulteerd dat inmiddels 31 van de 37 DFAs zijn ondertekend door de klanten,5
Bij de volgende twee bevindingen omzetproces DFA en assets buiten het reguliere proces ontbreekt een vastgestelde procesbeschrijving die de actuele processen werkwijze en ontwikkelingen rondom DFAomzet en assets buiten reguliere proces beschrijft,5
Het vaststellen van de vernieuwde DFA werkwijze het betrekken van de afnemers zorgen van goede klantcontact en tijdig verhelpen van klachtendisputen zijn essentieel in het DFAproces In 2024 zijn door SSCICT aanvullende maatregelen getroffen om het retourneren van oude devices te bevorderen Verbeteringen op dit vlak zijn zichtbaar door de daling van het percentage en aantal nog te retourneren devices Door aanpassing van de werkwijze worden DFAs sneller ondertekend door de klanten Stappen gezet in aangepaste DFA werkwijze maar procesbeschrijving DFA omzet is nog niet vastgesteld De aangescherpte maatregelen rond verlengingsopties en knockoutcriteria worden ook in 2024 uitgevoerd waarvan de resultaten zichtbaar zijn in de vorm van minder onrechtmatigheden in de geselecteerde posten p a c t la a g h o o g Geen nieuwe risicos Uit onze controles tot nu toe komen geen nieuwe risicos naar voren,5
Interimauditrapport 2024 Inleiding Agentschap SSCICT 3 Hierbij bieden wij u ons interimauditrapport aan dat wij hebben opgesteld in het kader van de aan ons verstrekte opdracht tot controle van de jaarrekening 2024 van agentschap SSCICT,5
In dit rapport beschrijven wij de voortgang ten aanzien van de bevindingen uit voorgaande periodes en signaleren wij risicos en ontwikkelingen waar wij uw aandacht voor vragen,5
Deze rapportage heeft het karakter van een early warning zodat nog in 2024 maatregelen kunnen worden getroffen,5
Voor een nadere omschrijving van onze opdracht de reikwijdte en aanpak van onze controle en overige afspraken verwijzen wij naar onze opdrachtbevestiging,5
Met ingang van 2024 hanteert de ADR een nieuwe presentatiewijze om het relatieve belang van de gerapporteerde bevindingen uit het onderzoek naar het begrotingsbeheer het financieel beheer de materiële bedrijfsvoering en de daartoe bijgehouden administraties weer te geven,5
In plaats van een score naar ernst van de bevinding kennen wij voortaan een prioritering toe aan de door ons gesignaleerde bevindingen,5
Om snel inzicht te geven in het geheel van onze bevindingen presenteren wij deze voortaan niet alleen in de vorm van een tabel maar ook in een zogenaamde heatmap waarbij de assen gevormd worden door de inschattingen van kans en impact,5
Onze prioritering is de resultante van een inschatting van de kans dat een risico zich voordoet en de impact hiervan op het financieel materieel en ITbeheer gerelateerd aan de financiële verantwoording,5
Hierbij wegen wij nadrukkelijk mee in welke mate de door de organisatie getroffen beheersmaatregelen doeltreffend zijn in het mitigeren van het risico,5
Het is de verantwoordelijkheid van het management om de door ons gesignaleerde risicos in het grotere geheel te plaatsen van alle risicos die door de organisatie beheerst moeten worden,5
In ons auditrapport 2023 hebben wij een aanzet gemaakt in het beschrijven van de kans en impact van onze bevindingen,5
Op basis van de stand van zaken per 15 maart 2024 hebben wij de gewogen bevindingen uit ons auditrapport 2023 een prioritering meegegeven die wij in dit interim auditrapport presenteren volgens deze nieuwe rapportagewijze,5
Met symbolen is daarbij de voortgang ten opzichte van 15 maart 2024 geduid,5
Per jaareinde zullen wij deze bevindingen uit 2023 opnieuw evalueren en nagaan of dit leidt tot wijzigingen bijvoorbeeld als gevolg van getroffen beheersmaatregelen,5
De uitkomsten hiervan worden opgenomen in ons auditrapport 2024 dat in maart 2025 verschijnt,5
Interimauditrapport 2024 Agentschap SSCICT 4 Niet ingeleverde devices Tijdigheid ondertekening DFAs Omzetproces DFA Externe inhuur SSCICT heeft de DFAwerkwijze in 2024 aangepast Inmiddels zijn 31 van de 37 DFAs ondertekend door de klanten,5
Assets buiten reguliere proces Aan de opzet van het proces wordt gewerkt Samenvatting ontwikkelingen in het financieel en materieel beheer Interimauditrapport 2024 I m Kanslaag hoog Verslechterd Verbetering zichtbaar Ongewijzigd Overzicht voortgang bevindingen 2023 Agentschap SSCICT 5 Financieel beheer en jaarrekening Externe inhuur Tijdigheid ondertekening DFAs Omzetproces DFA Materieel beheer Niet ingeleverde devices Assets buiten regulier proces 1 1 2 3 4 5 2 3 4 5 Interimauditrapport 2024 Inhoudsopgave Verbetering nog noodzakelijk op het vlak van omzetproces DFA en assets buiten reguliere proces 2 Inleiding 3 Samenvatting ontwikkelingen in het financieel en materieel beheer 4 Overzicht voortgang bevindingen 2023 5 Inhoudsopgave 6 Follow up bevindingen 2023 7 Aandachtspunten en overige onderwerpen 14 Verantwoording interimauditrapport 21 Agentschap SSCICT 6 1 Follow up bevindingen over 2023 Zichtbare verbetering inkoopbeheer externe inhuur 8 Tijdigheid ondertekening DFAs verbeterd 9 Procesbeschrijving DFA omzet nog niet vastgesteld 10 Omvang nietalloceerbare dienstverlening daalt door opschoning oude en testaccounts 11 Inleverdiscipline van oude devices verbeterd 12 Procesbeschrijving assets buiten reguliere proces nog niet vastgesteld 13 Interimauditrapport 2024 Licht Gemiddeld ErnstigWeging Voortgang Verslechterd Verbetering zichtbaar Ongewijzigd Bevinding Verantwoordelijke organisatieonderdeel Weging 2022 Weging 2023 Prioritering 2024 Voortgang Inkoopbeheer 1 Externe inhuur ICL Zichtbare verbetering inkoopbeheer externe inhuur Agentschap SSCICT 8 Bevinding In 2023 had SSCICT aanvullende beheersingsmaatregelen in het inkoopproces rond externe inhuur getroffen om tekortkomingen rond verlengingsopties en knock outcriteria op te lossen,5
Van de uitgevoerde controles en conclusies van IAA heeft de ADR kennisgenomen,5
Uit de geselecteerde posten in de controles blijken geen rechtmatigheidsbevindingen over het eerste halfjaar van 2024,5
Door de implementatie van DiOR wordt het aanvraagformulier niet meer gebruikt,5
Hierdoor is het risico op het eventueel verstrekken van tegenstrijdige informatie middels het systeem en het aanvraagformulier aan leveranciers opgelost,5
Handelingsperspectief Blijf de maatregelen uitvoeren omtrent inkoopbeheer om de rechtmatigheid van inkopen te waarborgen,5
